id,label,summary
carry.v.22,carry||carry.v.22,be equipped with (a mast or sail)
bear.v.01,bear||bear.v.01,have
give_off.v.01,give_off||give_off.v.01,have as a by-product
unite.v.03,unite||unite.v.03,have or possess in combination
star.v.01,star||star.v.01,feature as the star
co-star.v.01,co-star||co-star.v.01,feature as the co-star in a performance
sport.v.01,sport||sport.v.01,wear or display in an ostentatious or proud manner
exhibit.v.01,exhibit||exhibit.v.01,"show an attribute, property, knowledge, or skill"
phosphoresce.v.01,phosphoresce||phosphoresce.v.01,to exhibit phosphorescence
possess.v.01,possess||possess.v.01,"have as an attribute, knowledge, or skill"
miss.v.06,miss||miss.v.06,be without
want.v.05,want||want.v.05,"be without, lack; be deficient in"
miss.v.08,miss||miss.v.08,be absent
include.v.01,include||include.v.01,"have as a part, be made up out of"
involve.v.05,involve||involve.v.05,contain as a part
consist.v.04,consist||consist.v.04,be composed of
equate.v.02,equate||equate.v.02,"be equivalent or parallel, in mathematics"
exclude.v.03,exclude||exclude.v.03,lack or fail to include
prove.v.01,prove||prove.v.01,be shown or be found to be
turn_out.v.02,turn_out||turn_out.v.02,prove to be in the result or end
result.v.01,result||result.v.01,"issue or terminate (in a specified way, state, etc.); end"
be_due.v.01,be_due||be_due.v.01,be the result of
subsume.v.01,subsume||subsume.v.01,contain or include
entail.v.02,entail||entail.v.02,"impose, involve, or imply as a necessary accompaniment or result"
account_for.v.01,account_for||account_for.v.01,be the reason or explanation for
entail.v.01,entail||entail.v.01,have as a logical consequence
compel.v.02,compel||compel.v.02,necessitate or exact
necessitate.v.02,necessitate||necessitate.v.02,cause to be a concomitant
leave.v.07,leave||leave.v.07,have as a result or residue
lead.v.03,lead||lead.v.03,tend to or result in
imply.v.05,imply||imply.v.05,have as a necessary feature
carry.v.10,carry||carry.v.10,be necessarily associated with or result in or involve
carry.v.21,carry||carry.v.21,have or possess something abstract
get_into.v.01,get_into||get_into.v.01,get involved in or with
incriminate.v.01,incriminate||incriminate.v.01,suggest that someone is guilty
bide.v.01,bide||bide.v.01,dwell
overstay.v.01,overstay||overstay.v.01,stay too long
remain.v.03,remain||remain.v.03,"be left; of persons, questions, problems, results, evidence, etc."
wait.v.01,wait||wait.v.01,stay in one place and anticipate or expect something
kick_one's_heels.v.01,kick_one's_heels||kick_one's_heels.v.01,wait or pass the time aimlessly or futilely; be kept waiting
stand_by.v.02,stand_by||stand_by.v.02,be available or ready for a certain function or service
stand_by.v.03,stand_by||stand_by.v.03,be loyal to
adhere.v.04,adhere||adhere.v.04,be a devoted follower or supporter
loiter.v.01,loiter||loiter.v.01,be about
prowl.v.02,prowl||prowl.v.02,"loiter about, with no apparent aim"
bum.v.02,bum||bum.v.02,be lazy or idle
lie_about.v.01,lie_about||lie_about.v.01,hang around idly
lurk.v.01,lurk||lurk.v.01,"lie in wait, lie in ambush, behave in a sneaky and secretive manner"
dwell_on.v.01,dwell_on||dwell_on.v.01,delay
boggle.v.02,boggle||boggle.v.02,"hesitate when confronted with a problem, or when in doubt or fear"
hesitate.v.01,hesitate||hesitate.v.01,pause or hold back in uncertainty or unwillingness
hover.v.02,hover||hover.v.02,move to and fro
hesitate.v.02,hesitate||hesitate.v.02,interrupt temporarily an activity before continuing
scruple.v.01,scruple||scruple.v.01,hesitate on moral grounds
wait.v.02,wait||wait.v.02,wait before acting
hold_out.v.04,hold_out||hold_out.v.04,wait uncompromisingly for something desirable
delay.v.02,delay||delay.v.02,"act later than planned, scheduled, or required"
procrastinate.v.01,procrastinate||procrastinate.v.01,postpone doing what one should be doing
procrastinate.v.02,procrastinate||procrastinate.v.02,postpone or delay needlessly
postpone.v.01,postpone||postpone.v.01,hold back to a later time
hold_over.v.04,hold_over||hold_over.v.04,continue a term of office past the normal period of time
call.v.11,call||call.v.11,"stop or postpone because of adverse conditions, such as bad weather"
hold.v.26,hold||hold.v.26,stop dealing with
suspend.v.06,suspend||suspend.v.06,render temporarily ineffective
probate.v.01,probate||probate.v.01,put a convicted person on probation by suspending his sentence
reprieve.v.01,reprieve||reprieve.v.01,"postpone the punishment of a convicted criminal, such as an execution"
predominate.v.01,predominate||predominate.v.01,"be larger in number, quantity, power, status or importance"
override.v.02,override||override.v.02,prevail over
overarch.v.01,overarch||overarch.v.01,be central or dominant
outnumber.v.01,outnumber||outnumber.v.01,be larger in number
total.v.01,total||total.v.01,add up in number or quantity
average.v.01,average||average.v.01,"amount to or come to an average, without loss or gain"
preponderate.v.01,preponderate||preponderate.v.01,weigh more heavily
count.v.02,count||count.v.02,"have weight; have import, carry weight"
weigh.v.05,weigh||weigh.v.05,"to be oppressive or burdensome; ,"
rate.v.02,rate||rate.v.02,be worthy of or have a certain rating
deserve.v.01,deserve||deserve.v.01,be worthy or deserving
have_it_coming.v.01,have_it_coming||have_it_coming.v.01,deserve (either good or bad)
buy.v.03,buy||buy.v.03,be worth or be capable of buying
dominate.v.02,dominate||dominate.v.02,be in control
overbear.v.01,overbear||overbear.v.01,overcome
possess.v.03,possess||possess.v.03,"enter into and control, as of emotions or ideas"
prevail.v.03,prevail||prevail.v.03,continue to exist
stick.v.05,stick||stick.v.05,endure
reverberate.v.02,reverberate||reverberate.v.02,have a long or continuing effect
run.v.30,run||run.v.30,extend or continue for a certain period of time
perpetuate.v.01,perpetuate||perpetuate.v.01,cause to continue or prevail
eternize.v.01,eternize||eternize.v.01,cause to continue indefinitely
prevail.v.02,prevail||prevail.v.02,"be valid, applicable, or true"
occupy.v.02,occupy||occupy.v.02,live (in a certain place)
occupy.v.03,occupy||occupy.v.03,occupy the whole of
douse.v.02,douse||douse.v.02,wet thoroughly
crowd.v.02,crowd||crowd.v.02,fill or occupy to the point of overflowing
take_up.v.04,take_up||take_up.v.04,take up time or space
stay_at.v.01,stay_at||stay_at.v.01,reside temporarily
squat.v.03,squat||squat.v.03,occupy (a dwelling) illegally
populate.v.01,populate||populate.v.01,inhabit or live in; be an inhabitant of
reside.v.01,reside||reside.v.01,make one's home in a particular place or community
people.v.02,people||people.v.02,furnish with people
overpopulate.v.01,overpopulate||overpopulate.v.01,cause to have too great a population
cohabit.v.01,cohabit||cohabit.v.01,share living quarters; usually said of people who are not married and live together as a couple
lodge.v.04,lodge||lodge.v.04,provide housing for
barrack.v.01,barrack||barrack.v.01,lodge in barracks
keep.v.09,keep||keep.v.09,supply with room and board
keep.v.16,keep||keep.v.16,raise
herd.v.03,herd||herd.v.03,"keep, move, or drive animals"
wrangle.v.02,wrangle||wrangle.v.02,herd and care for
lodge.v.01,lodge||lodge.v.01,be a lodger; stay temporarily
sleep_over.v.01,sleep_over||sleep_over.v.01,stay overnight
lay_over.v.01,lay_over||lay_over.v.01,"interrupt a journey temporarily, e.g., overnight"
quarter.v.01,quarter||quarter.v.01,provide housing for (military personnel)
dwell.v.02,dwell||dwell.v.02,originate (in)
inhere.v.01,inhere||inhere.v.01,be inherent in something
pertain.v.02,pertain||pertain.v.02,be a part or attribute of
go.v.05,go||go.v.05,be awarded; be allotted
camp.v.01,camp||camp.v.01,live in or as if in a tent
inhabit.v.02,inhabit||inhabit.v.02,be present in
infest.v.03,infest||infest.v.03,"live on or in a host, as of parasites"
invade.v.03,invade||invade.v.03,occupy in large numbers or live on a host
nest.v.01,nest||nest.v.01,"inhabit a nest, usually after building"
be.v.03,be||be.v.03,occupy a certain position or area; be somewhere
stand_back.v.01,stand_back||stand_back.v.01,"stay clear of, avoid"
shine.v.05,shine||shine.v.05,be clear and obvious
chamber.v.01,chamber||chamber.v.01,place in a chamber
harbor.v.02,harbor||harbor.v.02,secretly shelter (as of fugitives or criminals)
shelter.v.01,shelter||shelter.v.01,provide shelter for
board.v.02,board||board.v.02,live and take one's meals at or in
take_in.v.01,take_in||take_in.v.01,provide with shelter
crash.v.06,crash||crash.v.06,"occupy, usually uninvited"
match.v.01,match||match.v.01,"be compatible, similar or consistent; coincide in their characteristics"
consist.v.03,consist||consist.v.03,"be consistent in form, tenor, or character; be congruous"
check.v.08,check||check.v.08,be verified or confirmed; pass inspection
look.v.09,look||look.v.09,accord in appearance with
answer.v.08,answer||answer.v.08,match or correspond
coincide.v.03,coincide||coincide.v.03,be the same
align.v.02,align||align.v.02,be or come into adjustment with
correlate.v.01,correlate||correlate.v.01,to bear a reciprocal or mutual relation
parallel.v.01,parallel||parallel.v.01,be parallel to
twin.v.01,twin||twin.v.01,duplicate or match
square.v.05,square||square.v.05,be compatible with
square.v.03,square||square.v.03,"cause to match, as of ideas or acts"
fit.v.02,fit||fit.v.02,be the right size or shape; fit correctly or as desired
tessellate.v.01,tessellate||tessellate.v.01,"fit together exactly, of identical shapes"
joint.v.01,joint||joint.v.01,fit as if by joints
dovetail.v.01,dovetail||dovetail.v.01,"fit together tightly, as if by means of a dovetail"
coincide.v.01,coincide||coincide.v.01,"go with, fall together"
overlap.v.01,overlap||overlap.v.01,coincide partially or wholly
collocate_with.v.01,collocate_with||collocate_with.v.01,go or occur together
fall.v.16,fall||fall.v.16,be due
scan.v.04,scan||scan.v.04,conform to a metrical pattern
deviate.v.02,deviate||deviate.v.02,be at variance with; be out of line with
aberrate.v.02,aberrate||aberrate.v.02,diverge or deviate from the straight path; produce aberration
aberrate.v.01,aberrate||aberrate.v.01,diverge from the expected
vary.v.03,vary||vary.v.03,be subject to change in accordance with a variable
co-vary.v.01,co-vary||co-vary.v.01,vary in the same time period (of two random variables)
drift.v.04,drift||drift.v.04,vary or move from a fixed point or course
conform.v.01,conform||conform.v.01,"be similar, be in line with"
contradict.v.01,contradict||contradict.v.01,be in contradiction with
corroborate.v.03,corroborate||corroborate.v.03,support with evidence or authority or make more certain or confirm
repose_on.v.01,repose_on||repose_on.v.01,"be based on; of theories and claims, for example"
depend_on.v.03,depend_on||depend_on.v.03,"be dependent on, as for support or maintenance"
depend_on.v.02,depend_on||depend_on.v.02,put trust in with confidence
depend.v.01,depend||depend.v.01,be contingent upon (something that is elided)
hang_by_a_thread.v.01,hang_by_a_thread||hang_by_a_thread.v.01,depend on a small thing or be at risk
underlie.v.01,underlie||underlie.v.01,be or form the base for
rest.v.07,rest||rest.v.07,be inherent or innate in
equal.v.01,equal||equal.v.01,be identical or equivalent to
amount.v.01,amount||amount.v.01,be tantamount or equivalent to
make.v.33,make||make.v.33,amount to
resemble.v.01,resemble||resemble.v.01,appear like; be similar or bear a likeness to
look_like.v.01,look_like||look_like.v.01,bear a physical resemblance to
come_to_life.v.02,come_to_life||come_to_life.v.02,"be lifelike, as of a painting"
take_after.v.01,take_after||take_after.v.01,be similar to a relative
approximate.v.01,approximate||approximate.v.01,be close or similar
differ.v.01,differ||differ.v.01,be different
oppose.v.03,oppose||oppose.v.03,contrast with equal weight or force
counterweight.v.01,counterweight||counterweight.v.01,constitute a counterweight or counterbalance to
contrast.v.02,contrast||contrast.v.02,to show differences when compared; be different
conflict.v.01,conflict||conflict.v.01,be in conflict
come_in.v.03,come_in||come_in.v.03,come into fashion; become fashionable
go_out.v.05,go_out||go_out.v.05,go out of fashion; become unfashionable
clash.v.02,clash||clash.v.02,be incompatible; be or come into conflict
meet.v.05,meet||meet.v.05,satisfy a condition or restriction
fit_the_bill.v.01,fit_the_bill||fit_the_bill.v.01,be what is needed or be good enough for what is required
behoove.v.01,behoove||behoove.v.01,be appropriate or necessary
violate.v.01,violate||violate.v.01,fail to agree with; be in violation of; as of rules or patterns
fly_in_the_face_of.v.01,fly_in_the_face_of||fly_in_the_face_of.v.01,go against
conform_to.v.02,conform_to||conform_to.v.02,observe
exceed.v.02,exceed||exceed.v.02,be superior or better than some standard
exceed.v.01,exceed||exceed.v.01,be greater in scope or size than some standard
overgrow.v.01,overgrow||overgrow.v.01,grow too large
suffice.v.01,suffice||suffice.v.01,"be sufficient; be adequate, either in quality or quantity"
go_a_long_way.v.01,go_a_long_way||go_a_long_way.v.01,suffice or be adequate for a while or to a certain extent
serve.v.03,serve||serve.v.03,contribute or conduce to
serve.v.08,serve||serve.v.08,"promote, benefit, or be useful or beneficial to"
serve.v.01,serve||serve.v.01,"serve a purpose, role, or function"
admit.v.08,admit||admit.v.08,serve as a means of entrance
prelude.v.01,prelude||prelude.v.01,serve as a prelude or opening to
act_as.v.01,act_as||act_as.v.01,function as or act like
fall_short_of.v.01,fall_short_of||fall_short_of.v.01,"fail to satisfy, as of expectations, for example"
satisfy.v.01,satisfy||satisfy.v.01,meet the requirements or expectations of
equal.v.02,equal||equal.v.02,be equal to in quality or ability
compensate.v.01,compensate||compensate.v.01,adjust for
cover.v.15,cover||cover.v.15,make up for shortcomings or a feeling of inferiority by exaggerating good qualities
balance.v.01,balance||balance.v.01,bring into balance or equilibrium
unbalance.v.01,unbalance||unbalance.v.01,throw out of balance or equilibrium
rank.v.03,rank||rank.v.03,take precedence or surpass others in rank
excel.v.01,excel||excel.v.01,distinguish oneself
stink.v.01,stink||stink.v.01,be extremely bad in quality or in one's performance
suck.v.04,suck||suck.v.04,be inadequate or objectionable
shine_at.v.01,shine_at||shine_at.v.01,be good at
leap_out.v.01,leap_out||leap_out.v.01,be highly noticeable
make.v.14,make||make.v.14,be or be capable of being changed or made into
imitate.v.02,imitate||imitate.v.02,"appear like, as in behavior or appearance"
ape.v.01,ape||ape.v.01,imitate uncritically and in every aspect
emulate.v.02,emulate||emulate.v.02,"imitate the function of (another system), as by modifying the hardware or the software"
echo.v.03,echo||echo.v.03,call to mind
follow_suit.v.01,follow_suit||follow_suit.v.01,do what someone else is doing
emulate.v.01,emulate||emulate.v.01,"strive to equal or match, especially by imitating"
cover.v.04,cover||cover.v.04,provide for
refer.v.02,refer||refer.v.02,be relevant to
focus_on.v.01,focus_on||focus_on.v.01,center upon
apply.v.02,apply||apply.v.02,be pertinent or relevant or applicable
involve.v.01,involve||involve.v.01,connect closely and often incriminatingly
implicate.v.01,implicate||implicate.v.01,bring into intimate and incriminating connection
involve.v.02,involve||involve.v.02,engage as a participant
embroil.v.01,embroil||embroil.v.01,"force into some kind of situation, condition, or course of action"
disinvolve.v.01,disinvolve||disinvolve.v.01,free from involvement or entanglement
entangle.v.01,entangle||entangle.v.01,entrap
concern.v.02,concern||concern.v.02,be on the mind of
matter_to.v.01,matter_to||matter_to.v.01,be of importance or consequence
intrigue.v.01,intrigue||intrigue.v.01,cause to be interested or curious
qualify.v.01,qualify||qualify.v.01,prove capable or fit; meet requirements
begin.v.05,begin||begin.v.05,"be the first item or point, constitute the beginning or start, come first in a series"
prolong.v.02,prolong||prolong.v.02,lengthen or extend in duration or space
continue.v.03,continue||continue.v.03,keep or maintain in unaltered condition; cause to remain or last
mummify.v.01,mummify||mummify.v.01,preserve while making lifeless
shut_off.v.01,shut_off||shut_off.v.01,stem the flow of
cheese.v.01,cheese||cheese.v.01,"used in the imperative (get away, or stop it)"
discontinue.v.01,discontinue||discontinue.v.01,put an end to a state or an activity
call_it_quits.v.01,call_it_quits||call_it_quits.v.01,stop doing what one is doing
break.v.26,break||break.v.26,give up
break.v.25,break||break.v.25,cause to give up a habit
keep.v.01,keep||keep.v.01,"keep in a certain state, position, or activity; e.g.,"
hold_over.v.03,hold_over||hold_over.v.03,keep in a position or state from an earlier period of time
conserve.v.01,conserve||conserve.v.01,keep constant through physical or chemical reactions or evolutionary change
preserve.v.06,preserve||preserve.v.06,"keep undisturbed for personal or private use for hunting, shooting, or fishing"
carry.v.20,carry||carry.v.20,keep up with financial support
distance.v.01,distance||distance.v.01,keep at a distance
housekeep.v.01,housekeep||housekeep.v.01,maintain a household; take care of all business related to a household
hold.v.13,hold||hold.v.13,"remain in a certain state, position, or condition"
taper_off.v.01,taper_off||taper_off.v.01,end weakly
discontinue.v.02,discontinue||discontinue.v.02,come to or be at an end
leave_off.v.01,leave_off||leave_off.v.01,"come to an end, stop or cease"
run_on.v.02,run_on||run_on.v.02,continue uninterrupted
ramble_on.v.01,ramble_on||ramble_on.v.01,continue talking or writing in a desultory manner
ride.v.03,ride||ride.v.03,continue undisturbed and without interference
run_out.v.04,run_out||run_out.v.04,lose validity
continue.v.01,continue||continue.v.01,"continue a certain state, condition, or activity"
cross.v.05,cross||cross.v.05,"to cover or extend over an area or time period; ,"
reach.v.06,reach||reach.v.06,to extend as far as
run.v.03,run||run.v.03,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point"
go.v.25,go||go.v.25,"lead, extend, or afford access"
run.v.23,run||run.v.23,cause something to pass or lead somewhere
come.v.09,come||come.v.09,extend or reach
radiate.v.03,radiate||radiate.v.03,extend or spread outward from a center or focus or inward towards a center
roll.v.03,roll||roll.v.03,occur in soft rounded shapes
lead.v.08,lead||lead.v.08,be ahead of others; be the first
rim.v.01,rim||rim.v.01,run around the rim of
beard.v.01,beard||beard.v.01,"go along the rim, like a beard around the chin"
cover.v.03,cover||cover.v.03,"span an interval of distance, space or time"
sweep.v.08,sweep||sweep.v.08,cover the entire range of
rake.v.03,rake||rake.v.03,sweep the length of
enfilade.v.01,enfilade||enfilade.v.01,rake or be in a position to rake with gunfire in a lengthwise direction
overlap.v.02,overlap||overlap.v.02,extend over and cover a part of
imbricate.v.02,imbricate||imbricate.v.02,overlap
imbricate.v.01,imbricate||imbricate.v.01,place so as to overlap
spread.v.03,spread||spread.v.03,spread across or over
transgress.v.02,transgress||transgress.v.02,"spread over land, especially along a subsiding shoreline"
ridge.v.01,ridge||ridge.v.01,extend in ridges
dot.v.01,dot||dot.v.01,scatter or intersperse like dots or studs
extend.v.06,extend||extend.v.06,reach outward in space
reach_into.v.01,reach_into||reach_into.v.01,run into or up to
range.v.04,range||range.v.04,range or extend over; occupy a certain area
spread-eagle.v.02,spread-eagle||spread-eagle.v.02,stretch over
lie.v.01,lie||lie.v.01,be located or situated somewhere; occupy a certain position
sit.v.07,sit||sit.v.07,be located or situated somewhere
nestle.v.02,nestle||nestle.v.02,lie in a sheltered position
intervene.v.02,intervene||intervene.v.02,be placed or located between other things or extend between spaces and events
top.v.03,top||top.v.03,be at the top of or constitute the top or highest point
mediate.v.02,mediate||mediate.v.02,occupy an intermediate or middle position or form a connecting link or stage between two others
ride.v.09,ride||ride.v.09,lie moored or anchored
lap.v.01,lap||lap.v.01,lie partly over or alongside of something or of one another
localize.v.02,localize||localize.v.02,concentrate on a particular place or spot
slant.v.01,slant||slant.v.01,lie obliquely
precede.v.02,precede||precede.v.02,come before
sit.v.02,sit||sit.v.02,"be around, often idly or without specific purpose"
underlie.v.02,underlie||underlie.v.02,lie underneath
cap.v.01,cap||cap.v.01,lie at the top of
front.v.01,front||front.v.01,"be oriented in a certain direction, often with respect to another reference point; be opposite to"
face.v.04,face||face.v.04,be opposite
subtend.v.01,subtend||subtend.v.01,"be opposite to; of angles and sides, in geometry"
back.v.06,back||back.v.06,be in back of
flank.v.01,flank||flank.v.01,be located at the sides of something or somebody
head.v.07,head||head.v.07,be in the front of or on top of
surmount.v.02,surmount||surmount.v.02,be on top of
crown.v.03,crown||crown.v.03,form the topmost part of
pinnacle.v.01,pinnacle||pinnacle.v.01,surmount with a pinnacle
situate.v.01,situate||situate.v.01,"determine or indicate the place, site, or limits of, as if by an instrument or by a survey"
acquire.v.04,acquire||acquire.v.04,locate (a moving entity) by means of a tracking system such as radar
radiolocate.v.01,radiolocate||radiolocate.v.01,locate by means of radar
map.v.03,map||map.v.03,locate within a specific region of a chromosome in relation to known DNA or gene sequences
place.v.12,place||place.v.12,identify the location or place of
dominate.v.05,dominate||dominate.v.05,look down on
shadow.v.03,shadow||shadow.v.03,make appear small by comparison
loom.v.02,loom||loom.v.02,appear very large or occupy a commanding position
rise.v.04,rise||rise.v.04,rise up
loom.v.01,loom||loom.v.01,"come into view indistinctly, often threateningly"
endanger.v.01,endanger||endanger.v.01,pose a threat to; present a danger to
overhang.v.02,overhang||overhang.v.02,be suspended over or hang over
dote.v.01,dote||dote.v.01,be foolish or senile due to old age
embody.v.02,embody||embody.v.02,"represent, as of a character on stage"
characterize.v.02,characterize||characterize.v.02,be characteristic of
individuate.v.01,individuate||individuate.v.01,give individual character to
define.v.03,define||define.v.03,determine the nature of
incarnate.v.02,incarnate||incarnate.v.02,represent in bodily form
reincarnate.v.01,reincarnate||reincarnate.v.01,be born anew in another body after death
body.v.01,body||body.v.01,invest with or as with a body; give body to
typify.v.01,typify||typify.v.01,embody the essential characteristics of or be a typical example of
represent.v.01,represent||represent.v.01,take the place of or be parallel or equivalent to
homologize.v.01,homologize||homologize.v.01,be homologous
befit.v.01,befit||befit.v.01,accord or comport with
harmonize.v.01,harmonize||harmonize.v.01,go together
blend.v.02,blend||blend.v.02,blend or harmonize
go.v.23,go||go.v.23,"be sounded, played, or expressed"
go.v.22,go||go.v.22,be contained in
hold.v.11,hold||hold.v.11,contain or hold; have within
contain.v.05,contain||contain.v.05,be capable of holding or containing
sleep.v.02,sleep||sleep.v.02,be able to accommodate for sleeping
retain.v.01,retain||retain.v.01,hold back within
house.v.01,house||house.v.01,contain or cover
seat.v.02,seat||seat.v.02,be able to seat
stand.v.04,stand||stand.v.04,hold one's ground; maintain a position; be steadfast or upright
stand.v.09,stand||stand.v.09,be tall; have a height of; copula
cost.v.01,cost||cost.v.01,be priced at
set_back.v.03,set_back||set_back.v.03,cost a certain amount
suit.v.01,suit||suit.v.01,be agreeable or acceptable to
stand.v.08,stand||stand.v.08,be in effect; be or remain in force
wash.v.06,wash||wash.v.06,admit to testing or proof
yield.v.05,yield||yield.v.05,"give in, as to influence or pressure"
truckle.v.01,truckle||truckle.v.01,yield to out of weakness
line.v.01,line||line.v.01,be in line with; form a line along
skirt.v.03,skirt||skirt.v.03,form the edge of
verge.v.01,verge||verge.v.01,border on; come close to
border_on.v.01,border_on||border_on.v.01,"come near or verge on, resemble, come nearer in quality, or character"
line_up.v.01,line_up||line_up.v.01,form a line
measure.v.03,measure||measure.v.03,have certain dimensions
weigh.v.03,weigh||weigh.v.03,determine the weight of
weigh.v.01,weigh||weigh.v.01,have a certain weight
last.v.01,last||last.v.01,persist for a specified period of time
wear.v.06,wear||wear.v.06,last and be usable
outwear.v.01,outwear||outwear.v.01,last longer than others
drag_on.v.01,drag_on||drag_on.v.01,last unnecessarily long
inhere_in.v.01,inhere_in||inhere_in.v.01,be part of
fall_into.v.01,fall_into||fall_into.v.01,be included in or classified as
straddle.v.03,straddle||straddle.v.03,be noncommittal
straddle.v.01,straddle||straddle.v.01,sit or stand astride of
hover.v.01,hover||hover.v.01,be undecided about something; waver between conflicting positions or courses of action
shillyshally.v.01,shillyshally||shillyshally.v.01,be uncertain and vague
shimmer.v.02,shimmer||shimmer.v.02,"give off a shimmering reflection, as of silk"
hum.v.02,hum||hum.v.02,be noisy with activity
defy.v.01,defy||defy.v.01,resist or confront with resistance
stand.v.07,stand||stand.v.07,remain inactive or immobile
weather.v.01,weather||weather.v.01,face and withstand with courage
lend_oneself.v.01,lend_oneself||lend_oneself.v.01,be applicable to; as to an analysis
beggar.v.01,beggar||beggar.v.01,be beyond the resources of
defy.v.02,defy||defy.v.02,"elude, especially in a baffling way"
weekend.v.01,weekend||weekend.v.01,spend the weekend
piddle.v.01,piddle||piddle.v.01,waste time; spend one's time idly or inefficiently
misspend.v.01,misspend||misspend.v.01,spend time badly or unwisely
spend.v.01,spend||spend.v.01,pass time in a specific way
vacation.v.01,vacation||vacation.v.01,spend or take a vacation
honeymoon.v.01,honeymoon||honeymoon.v.01,spend a holiday after one's marriage
serve.v.09,serve||serve.v.09,spend time in prison or in a labor camp
while_away.v.01,while_away||while_away.v.01,"spend or pass, as with boredom or in a pleasant manner; of time"
sojourn.v.01,sojourn||sojourn.v.01,spend a certain length of time; reside temporarily
winter.v.01,winter||winter.v.01,spend the winter
summer.v.01,summer||summer.v.01,spend the summer
diverge.v.03,diverge||diverge.v.03,extend in a different direction
divaricate.v.01,divaricate||divaricate.v.01,branch off
breast.v.01,breast||breast.v.01,meet at breast level
converge.v.01,converge||converge.v.01,be adjacent or come together
bound.v.02,bound||bound.v.02,form the boundary of; be contiguous to
shore.v.01,shore||shore.v.01,serve as a shore to
enclose.v.02,enclose||enclose.v.02,"close in; darkness enclosed him"""
embank.v.01,embank||embank.v.01,"enclose with banks, as for support or protection"
rail.v.02,rail||rail.v.02,enclose with rails
box_in.v.01,box_in||box_in.v.01,enclose or confine as if in a box
frame.v.02,frame||frame.v.02,"enclose in a frame, as of a picture"
depend_on.v.01,depend_on||depend_on.v.01,be contingent on
pattern.v.02,pattern||pattern.v.02,form a pattern
predate.v.01,predate||predate.v.01,be earlier in time; go back further
postdate.v.01,postdate||postdate.v.01,be later in time
orient.v.03,orient||orient.v.03,cause to point
stem.v.02,stem||stem.v.02,cause to point inward
orient.v.01,orient||orient.v.01,be oriented
stick_out.v.01,stick_out||stick_out.v.01,extend out or project in space
overhang.v.01,overhang||overhang.v.01,project over
thrust.v.07,thrust||thrust.v.07,push upward
thrust.v.06,thrust||thrust.v.06,force (molten rock) into pre-existing rock
spear.v.02,spear||spear.v.02,thrust up like a spear
bulge.v.02,bulge||bulge.v.02,"bulge out; form a bulge outward, or be so full as to appear to bulge"
protuberate.v.02,protuberate||protuberate.v.02,form a rounded prominence
protuberate.v.01,protuberate||protuberate.v.01,cause to bulge out or project
cantilever.v.01,cantilever||cantilever.v.01,project as a cantilever
teem.v.01,teem||teem.v.01,"be teeming, be abuzz"
abound.v.01,abound||abound.v.01,be abundant or plentiful; exist in large quantities
bristle.v.03,bristle||bristle.v.03,have or be thickly covered with or as if with bristles
abound.v.02,abound||abound.v.02,be in a state of movement or action
brim.v.01,brim||brim.v.01,be completely full
abound_in.v.01,abound_in||abound_in.v.01,exist in large quantity
crawl.v.03,crawl||crawl.v.03,be full of
attach_to.v.01,attach_to||attach_to.v.01,be present or associated with an event or entity
attend.v.03,attend||attend.v.03,to accompany as a circumstance or follow as a result
company.v.01,company||company.v.01,be a companion to somebody
rule.v.05,rule||rule.v.05,have an affinity with; of signs of the zodiac
carry.v.02,carry||carry.v.02,have with oneself; have on one's person
bag.v.02,bag||bag.v.02,"hang loosely, like an empty bag"
dangle.v.01,dangle||dangle.v.01,hang freely
droop.v.02,droop||droop.v.02,hang loosely or laxly
cancel.v.02,cancel||cancel.v.02,make up for
offset.v.01,offset||offset.v.01,compensate for or counterbalance
adhere.v.01,adhere||adhere.v.01,be compatible or in accordance with
share.v.01,share||share.v.01,have in common
disagree.v.02,disagree||disagree.v.02,be different from one another
gape.v.02,gape||gape.v.02,be wide open
bifurcate.v.01,bifurcate||bifurcate.v.01,split or divide into two
sulk.v.01,sulk||sulk.v.01,be in a huff and display one's displeasure
take_kindly_to.v.01,take_kindly_to||take_kindly_to.v.01,be willing or inclined to accept
tend.v.01,tend||tend.v.01,have a tendency or disposition to do or be something; be inclined
suffer.v.09,suffer||suffer.v.09,be given to
belong_to.v.01,belong_to||belong_to.v.01,be a part or adjunct
follow.v.03,follow||follow.v.03,come as a logical consequence; follow logically
follow.v.06,follow||follow.v.06,"come after in time, as a result"
follow.v.08,follow||follow.v.08,be next
follow.v.10,follow||follow.v.10,to bring something about at a later time than
run.v.16,run||run.v.16,be affected by; be subjected to
incur.v.01,incur||incur.v.01,make oneself subject to; bring upon oneself; become liable to
run.v.05,run||run.v.05,have a particular form
leave.v.06,leave||leave.v.06,make a possibility or provide opportunity for; permit to be attainable or cause to remain
come_up.v.07,come_up||come_up.v.07,be mentioned
look_out_on.v.01,look_out_on||look_out_on.v.01,be oriented in a certain direction
figure.v.02,figure||figure.v.02,be or play a part of or in
play.v.22,play||play.v.22,be received or accepted or interpreted in a specific way
present.v.05,present||present.v.05,introduce
press.v.08,press||press.v.08,be urgent
rage.v.02,rage||rage.v.02,be violent; as of fires and storms
ramp.v.01,ramp||ramp.v.01,"behave violently, as if in state of a great anger"
elude.v.02,elude||elude.v.02,be incomprehensible to; escape understanding by
